node1,node2,combined_score
TMX4,TXNDC12,787
TUBG1,TXNDC12,825
TUBGCP3,TXNDC12,710
TMX3,TXNDC12,713
INPP4A,PMPCA,900
UQCRC1,PMPCA,931
PMPCB,PMPCA,999
COX5B,PMPCA,793
ATP5F1B,PMPCA,939
GRPEL1,PMPCA,910
AFG3L2,PMPCA,950
TIMM44,PMPCA,925
MAIP1,PMPCA,915
HSPA9,PMPCA,927
UQCRFS1,PMPCA,828
CYC1,PMPCA,848
CETN2,PMPCA,804
VAMP3,EPS15,922
WASL,EPS15,967
ARPC3,EPS15,910
APOB,EPS15,900
CLTA,EPS15,965
NUMBL,EPS15,861
HIP1R,EPS15,980
SYT1,EPS15,960
ARPC1A,EPS15,926
ACTR3,EPS15,930
PACSIN2,EPS15,953
AP2S1,EPS15,975
STAM2,EPS15,972
SCARB2,EPS15,922
SH3GL1,EPS15,948
RPS27A,EPS15,917
RAB5A,EPS15,968
LRIG1,EPS15,905
EGFR,EPS15,987
GJA1,EPS15,750
AP2M1,EPS15,970
ARPC5,EPS15,940
ARPC2,EPS15,923
ARF6,EPS15,957
CLTB,EPS15,979
GAK,EPS15,976
ARFGAP1,EPS15,922
BIN1,EPS15,959
SNX18,EPS15,912
SH3GL3,EPS15,942
EPN2,EPS15,992
AP2A2,EPS15,981
HGS,EPS15,991
HIP1,EPS15,963
NECAP1,EPS15,965
UBQLN2,EPS15,954
AMPH,EPS15,976
IGF2R,EPS15,922
AP1B1,EPS15,751
AP2A1,EPS15,998
TFRC,EPS15,971
RAB5B,EPS15,921
DNM3,EPS15,967
SYT11,EPS15,926
SGIP1,EPS15,984
DNAJC6,EPS15,953
OAS3,IFIT5,808
OAS2,IFIT5,802
EIF3E,IFIT1,902
OAS3,IFIT1,993
EIF2AK2,IFIT1,983
PLCG1,IFIT1,903
BST2,IFIT1,960
CMPK2,IFIT1,801
SAMHD1,IFIT1,935
MAPK3,IFIT1,927
UBE2L6,IFIT1,971
STAT2,IFIT1,971
TRIM25,IFIT1,945
OAS2,IFIT1,995
PLSCR1,IFIT1,760
STAT1,IFIT1,992
ADAR,IFIT1,950
GBP2,IFIT1,958
GBP1,IFIT1,771
IFIT5,IFIT1,804
OAS3,IFIT3,992
EIF2AK2,IFIT3,784
BST2,IFIT3,962
CMPK2,IFIT3,850
SAMHD1,IFIT3,933
UBE2L6,IFIT3,816
STAT2,IFIT3,974
OAS2,IFIT3,993
PLSCR1,IFIT3,750
COPS5,IFIT3,935
STAT1,IFIT3,927
ADAR,IFIT3,944
GBP2,IFIT3,958
GBP1,IFIT3,903
IFIT5,IFIT3,806
IFIT1,IFIT3,999
PLCG1,VAV2,914
RAP1B,VAV2,934
PIK3CA,VAV2,904
RHOB,VAV2,966
EGFR,VAV2,887
PAK1,VAV2,937
DOCK1,VAV2,963
EPHA4,VAV2,945
RHOC,VAV2,964
FCER1G,VAV2,913
ELMO2,VAV2,919
NCKAP1L,VAV2,908
ABI2,VAV2,904
CRK,VAV2,945
CTNNA1,VAV2,902
ELMO1,VAV2,936
PAK2,VAV2,909
BAIAP2,VAV2,908
RHOT2,VAV2,917
WASF3,VAV2,900
RHOG,VAV2,980
PTPN11,VAV2,839
PTK2,VAV2,928
CTNNB1,VAV2,912
FYN,VAV2,949
RAC1,VAV2,986
RHOT1,VAV2,916
PAK3,VAV2,907
NCKAP1,VAV2,910
FCGR1A,VAV2,902
RAP1A,VAV2,943
PRKRA,STAU1,786
FMR1,STAU1,771
DHODH,CMPK1,736
NME3,CMPK1,922
UMPS,CMPK1,972
RRM2B,CMPK1,940
CMPK2,CMPK1,825
RRM1,CMPK1,944
DTYMK,CMPK1,901
NME1,CMPK1,947
CCT7,ARFGEF2,920
ARL1,ARFGEF2,914
GNA12,ARFGEF2,902
CCT6A,ARFGEF2,900
CCT5,ARFGEF2,901
CCT8,ARFGEF2,901
CCT3,ARFGEF2,903
CCT2,ARFGEF2,900
TCP1,ARFGEF2,902
FLNA,ARFGEF2,883
GBF1,ARFGEF2,728
GNB4,PREX1,737
PIK3CA,PREX1,844
RHOB,PREX1,954
RHOC,PREX1,955
GNB2,PREX1,718
RHOT2,PREX1,918
GNG2,PREX1,720
RHOG,PREX1,956
RAC1,PREX1,979
RHOT1,PREX1,918
MTOR,PREX1,721
ARF5,SURF4,909
ZW10,SURF4,900
SNAP29,SURF4,900
TMEM30A,SURF4,904
BNIP1,SURF4,900
SEC61A1,SURF4,919
COPB1,SURF4,909
RAP1B,SURF4,902
LMAN1,SURF4,825
BST2,SURF4,902
KLC4,SURF4,907
DNAJC13,SURF4,900
TMED2,SURF4,962
COPE,SURF4,912
ARFGAP3,SURF4,904
NAPA,SURF4,915
ARCN1,SURF4,925
ARL8A,SURF4,901
LAMTOR1,SURF4,901
NDUFC2,SURF4,902
NBAS,SURF4,900
LPCAT1,SURF4,907
PDIA4,SURF4,733
STOM,SURF4,920
NCSTN,SURF4,919
TMED10,SURF4,966
GAA,SURF4,903
STX18,SURF4,906
ARF4,SURF4,920
SEC23A,SURF4,717
KIF5B,SURF4,914
RAB1B,SURF4,915
ARFGAP1,SURF4,905
CPNE1,SURF4,900
HSPA5,SURF4,933
NAPG,SURF4,900
COPG1,SURF4,913
SRSF7,SURF4,775
P4HB,SURF4,844
COPB2,SURF4,915
ATP6V0C,SURF4,904
TMED9,SURF4,950
SYNGR1,SURF4,900
LAMP1,SURF4,905
SEC23B,SURF4,726
VAPA,SURF4,919
DNAJC5,SURF4,903
KIFAP3,SURF4,900
MAGT1,SURF4,929
KIF21A,SURF4,900
COPA,SURF4,904
SEC63,SURF4,784
GBF1,SURF4,905
EIF3D,RPL7A,979
EIF5,RPL7A,928
EEF1A2,RPL7A,837
EIF3E,RPL7A,987
FBL,RPL7A,801
RPL18A,RPL7A,999
SEC61B,RPL7A,996
RPL19,RPL7A,999
RPS12,RPL7A,999
RPN2,RPL7A,908
SEC61A1,RPL7A,996
SSR1,RPL7A,904
MRPS7,RPL7A,891
EIF3K,RPL7A,965
RPS16,RPL7A,999
EIF2S3,RPL7A,972
EIF3G,RPL7A,985
EEFSEC,RPL7A,967
EIF2S1,RPL7A,994
CCT7,RPL7A,891
RPL35,RPL7A,999
EIF3J,RPL7A,903
TRAM1,RPL7A,900
RPL8,RPL7A,999
SPCS2,RPL7A,900
EIF4H,RPL7A,939
SRP14,RPL7A,946
EIF4A3,RPL7A,958
RPS11,RPL7A,999
RPS27A,RPL7A,999
PELO,RPL7A,879
NHP2,RPL7A,731
CCT6A,RPL7A,718
RPS3,RPL7A,999
CCT5,RPL7A,781
CCT8,RPL7A,743
EIF5B,RPL7A,987
EIF4A1,RPL7A,973
RPN1,RPL7A,996
ABCE1,RPL7A,978
RPS23,RPL7A,999
CCT2,RPL7A,756
PELP1,RPL7A,903
PA2G4,RPL7A,808
RPS9,RPL7A,999
SRP9,RPL7A,969
MRPL13,RPL7A,807
RPL13,RPL7A,999
EEF2,RPL7A,999
RPL15,RPL7A,999
RPL38,RPL7A,999
PSMC5,RPL7A,778
RPL4,RPL7A,999
SRP68,RPL7A,974
PABPC1,RPL7A,978
ABCF1,RPL7A,750
SSR4,RPL7A,916
RPS15A,RPL7A,999
RPLP2,RPL7A,999
PLEC,RPL7A,848
PPP2R1A,RPL7A,919
PPP2R2A,RPL7A,902
EIF4A2,RPL7A,950
NCBP2,RPL7A,920
SRPRA,RPL7A,902
EEF1G,RPL7A,942
EEF1A1,RPL7A,999
RPS7,RPL7A,999
RPL7,RPL7A,999
RPS2,RPL7A,999
SRP72,RPL7A,905
RPS21,RPL7A,999
RPL3,RPL7A,999
RPL27A,RPL7A,999
RPL21,RPL7A,999
RPLP1,RPL7A,999
RPS3A,RPL7A,999
RPSA,RPL7A,999
RPL22,RPL7A,999
ETF1,RPL7A,997
EIF3B,RPL7A,974
RPL12,RPL7A,999
DHX9,RPL7A,786
RPS27,RPL7A,999
EIF3A,RPL7A,965
RPL5,RPL7A,999
SERBP1,RPL7A,895
SLC25A5,RPL7A,855
UBA2,SNCG,820
DECR1,AKR1A1,713
AKR7A2,AKR1A1,779
ALDH2,AKR1A1,931
MGLL,AKR1A1,902
CBR1,AKR1A1,724
CBR3,AKR1A1,768
GNPDA2,AKR1A1,834
CRYL1,AKR1A1,905
GUSB,AKR1A1,917
ALDH1A3,AKR1A1,925
ALDH3A2,AKR1A1,946
ALDH9A1,AKR1A1,945
GTF3C5,GTF3C4,999
DCN,MMP9,727
MAPK1,MMP9,799
HMOX1,MMP9,759
CTSG,MMP9,957
TIMP1,MMP9,997
CTSH,MMP9,920
MPO,MMP9,714
COL1A1,MMP9,733
EFNB3,MMP9,910
VTN,MMP9,737
ALDOC,MMP9,904
LTA4H,MMP9,929
GAPDH,MMP9,744
LTF,MMP9,938
CTSD,MMP9,944
APOE,MMP9,789
LGALS3,MMP9,751
CHI3L1,MMP9,719
ORM1,MMP9,916
GGH,MMP9,901
THBS1,MMP9,973
LYZ,MMP9,929
SMAD2,MMP9,712
MAPK3,MMP9,741
CNN2,MMP9,911
NID1,MMP9,942
FGF2,MMP9,839
STAT3,MMP9,981
ICAM1,MMP9,737
CDH2,MMP9,815
FTH1,MMP9,911
EGFR,MMP9,828
CSTB,MMP9,912
ALB,MMP9,738
PTX3,MMP9,939
PPBP,MMP9,944
COL14A1,MMP9,928
MAP2K1,MMP9,706
LRG1,MMP9,911
PLG,MMP9,991
CASP3,MMP9,723
CLU,MMP9,799
A2M,MMP9,932
BSG,MMP9,794
HBB,MMP9,910
MTDH,MMP9,704
HMGB1,MMP9,705
COL18A1,MMP9,964
HP,MMP9,937
ILF2,MMP9,900
PGM1,MMP9,907
DHODH,POLR1C,779
NME3,POLR1C,719
FBL,POLR1C,894
RRP9,POLR1C,836
MRPS7,POLR1C,813
GRWD1,POLR1C,860
RPL8,POLR1C,755
DDX18,POLR1C,889
NOP58,POLR1C,952
RPS11,POLR1C,932
MRPS5,POLR1C,833
NHP2,POLR1C,868
RPS3,POLR1C,938
SMARCA5,POLR1C,960
ABCE1,POLR1C,731
RPS23,POLR1C,833
UBTF,POLR1C,916
PA2G4,POLR1C,779
RPS9,POLR1C,783
MRPS11,POLR1C,834
RPS15A,POLR1C,834
PKM,POLR1C,739
GSK3B,POLR1C,904
EEF1G,POLR1C,703
SF3B1,POLR1C,907
NME1,POLR1C,755
RPS2,POLR1C,836
CAVIN1,POLR1C,908
ACTB,POLR1C,934
DKC1,POLR1C,852
RPL5,POLR1C,790
NFIA,POLR1C,900
CDC5L,POLR1C,983
GTF3C5,POLR1C,917
GTF3C4,POLR1C,912
NANS,ASS1,873
GOT2,ASS1,940
ASPA,ASS1,911
CAD,ASS1,987
ASL,ASS1,999
GLUL,ASS1,778
PRODH,ASS1,711
GAD1,ASS1,829
FH,ASS1,709
OAT,ASS1,932
PHGDH,ASS1,722
GOT1,ASS1,937
ALDH18A1,ASS1,898
UMPS,PRPS1,934
PPAT,PRPS1,987
PRPSAP2,PRPS1,956
PGM1,PRPS1,909
CD74,CTSA,921
MAPK1,CTSA,908
ARSA,CTSA,937
CTSG,CTSA,922
PYGB,CTSA,905
MPO,CTSA,902
CTSC,CTSA,940
CTSD,CTSA,891
TTR,CTSA,905
C3,CTSA,928
PYCARD,CTSA,907
ACLY,CTSA,902
ACTR10,CTSA,913
GNS,CTSA,937
GGH,CTSA,914
SDCBP,CTSA,900
LYZ,CTSA,910
HEXB,CTSA,935
FAF2,CTSA,920
ARSB,CTSA,926
GALNS,CTSA,947
RHOC,CTSA,809
CCT8,CTSA,900
FABP5,CTSA,902
CCT2,CTSA,900
GUSB,CTSA,923
PA2G4,CTSA,928
GLB1,CTSA,993
PSMD1,CTSA,900
TOLLIP,CTSA,903
GLTP,CTSA,739
TUBB,CTSA,907
TUBB4B,CTSA,902
PRDX6,CTSA,939
PTGES2,CTSA,900
ANXA2,CTSA,905
VAT1,CTSA,911
DYNC1H1,CTSA,902
GM2A,CTSA,934
VCP,CTSA,940
HLA-DRB1,CTSA,900
CYB5R3,CTSA,906
MNDA,CTSA,900
DPP7,CTSA,949
DCN,YBX1,707
SF3A1,YBX1,903
SNRPD3,YBX1,912
MAPK1,YBX1,706
PHF5A,YBX1,940
APEX1,YBX1,812
PABPN1,YBX1,931
CSTF1,YBX1,901
HNRNPL,YBX1,953
SF3A2,YBX1,974
DDX5,YBX1,948
PRPF19,YBX1,927
SRSF9,YBX1,961
SF3B6,YBX1,905
SNRPA,YBX1,936
SNRPC,YBX1,938
SYMPK,YBX1,924
SNRPB2,YBX1,921
LSM8,YBX1,908
LSM7,YBX1,902
FUS,YBX1,957
SNRPA1,YBX1,932
PRPF38A,YBX1,900
SRSF1,YBX1,948
SNW1,YBX1,917
SNRNP40,YBX1,911
DNAJC8,YBX1,914
PRPF6,YBX1,906
SNRPF,YBX1,913
DHX38,YBX1,911
EIF4A3,YBX1,947
SF3B4,YBX1,908
NONO,YBX1,718
HNRNPU,YBX1,962
PPIL3,YBX1,916
NCSTN,YBX1,901
CPSF2,YBX1,917
NUDT21,YBX1,926
SNRPD1,YBX1,981
SRRM2,YBX1,921
LSM3,YBX1,968
CD2BP2,YBX1,902
PCBP1,YBX1,949
SF3B3,YBX1,924
PPIH,YBX1,919
U2AF2,YBX1,948
F2,YBX1,908
DDX23,YBX1,915
USP39,YBX1,902
PABPC1,YBX1,896
HNRNPD,YBX1,977
PRPF3,YBX1,919
CSTF3,YBX1,910
HNRNPA0,YBX1,930
SNRNP200,YBX1,928
SF3B2,YBX1,946
PRPF31,YBX1,902
HNRNPM,YBX1,948
WDR33,YBX1,907
SRSF7,YBX1,916
SRRM1,YBX1,930
NCBP2,YBX1,904
SF3B1,YBX1,912
DHX15,YBX1,910
FIP1L1,YBX1,903
CAPRIN1,YBX1,708
HNRNPA1,YBX1,966
RPS2,YBX1,756
SNRPD2,YBX1,932
CPSF7,YBX1,906
RPSA,YBX1,731
HNRNPA2B1,YBX1,972
HNRNPH1,YBX1,941
PTBP1,YBX1,955
PCBP2,YBX1,965
CTNNBL1,YBX1,909
DHX9,YBX1,964
BCAS2,YBX1,907
SYNCRIP,YBX1,968
RBMX,YBX1,932
SRSF11,YBX1,903
CDC5L,YBX1,909
PTPN1,YBX1,889
ATP5F1D,VDAC2,773
PPIF,VDAC2,935
SLC25A3,VDAC2,934
ATP5F1B,VDAC2,835
VDAC1,VDAC2,991
UQCRC2,VDAC2,808
SLC25A4,VDAC2,915
TOMM70,VDAC2,965
ATP5PO,VDAC2,806
PRKCE,VDAC2,820
UQCRFS1,VDAC2,793
CYCS,VDAC2,862
CYC1,VDAC2,753
MAT2B,VDAC2,902
MDH2,VDAC2,776
ATP5F1C,VDAC2,945
RHOT1,VDAC2,946
ATP1A2,VDAC2,837
SLC25A5,VDAC2,954
GOT2,PPCS,803
GOT1,PPCS,804
CTH,PPCS,818
DHODH,CTPS1,779
NME3,CTPS1,910
UMPS,CTPS1,790
GRWD1,CTPS1,739
GMPR,CTPS1,701
PPAT,CTPS1,765
CAD,CTPS1,742
IMPDH2,CTPS1,979
NME1,CTPS1,936
NTPCR,CTPS1,900
RPL5,CTPS1,716
ENTPD1,CTPS1,903
POLR1C,CTPS1,877
APEX1,SET,982
PRPF19,SET,701
SMC2,SET,912
HMGB2,SET,974
NPM1,SET,714
NME1,SET,986
NUP214,SET,935
BUB3,SET,763
SMAP1,SMAP2,817
CDC5L,SMAP2,982
ARF5,SPTAN1,903
VCL,SPTAN1,935
CTSZ,SPTAN1,900
CTSH,SPTAN1,900
DCTN6,SPTAN1,900
YKT6,SPTAN1,900
ALDOC,SPTAN1,913
NFKB1,SPTAN1,910
LTA4H,SPTAN1,900
LTF,SPTAN1,900
CTSD,SPTAN1,912
CAPNS1,SPTAN1,914
COPB1,SPTAN1,902
ACTN4,SPTAN1,932
ACTR10,SPTAN1,900
CHI3L1,SPTAN1,900
KRAS,SPTAN1,906
DYNC1LI2,SPTAN1,906
ORM1,SPTAN1,900
DCTN3,SPTAN1,900
GGH,SPTAN1,900
LYZ,SPTAN1,900
TMED2,SPTAN1,900
ERP44,SPTAN1,900
COPE,SPTAN1,900
CNN2,SPTAN1,900
CAPZA1,SPTAN1,905
ARFGAP3,SPTAN1,902
NAPA,SPTAN1,902
SPTBN4,SPTAN1,955
ARCN1,SPTAN1,900
ANK1,SPTAN1,964
PXN,SPTAN1,901
DYNC1LI1,SPTAN1,904
FTH1,SPTAN1,900
SCN2B,SPTAN1,902
ANK3,SPTAN1,961
ITGA1,SPTAN1,900
KPNB1,SPTAN1,900
PDXK,SPTAN1,906
CSTB,SPTAN1,918
PTX3,SPTAN1,900
PPBP,SPTAN1,900
COG5,SPTAN1,900
DCTN5,SPTAN1,900
LRG1,SPTAN1,900
TMED10,SPTAN1,900
ARF4,SPTAN1,903
RAB1B,SPTAN1,902
CASP3,SPTAN1,972
ARFGAP1,SPTAN1,900
TOLLIP,SPTAN1,900
COG4,SPTAN1,902
TLN1,SPTAN1,916
DYNC1I1,SPTAN1,904
NAPG,SPTAN1,900
COPG1,SPTAN1,902
COPB2,SPTAN1,900
TMED9,SPTAN1,900
ACAA1,SPTAN1,900
HBB,SPTAN1,901
PTK2,SPTAN1,904
NFASC,SPTAN1,923
FYN,SPTAN1,906
HP,SPTAN1,904
RAC1,SPTAN1,906
DYNC1H1,SPTAN1,922
SPTBN1,SPTAN1,999
ANK2,SPTAN1,969
DCTN1,SPTAN1,923
CAPZA2,SPTAN1,907
ILF2,SPTAN1,920
EZR,SPTAN1,928
COPA,SPTAN1,907
SPTA1,SPTAN1,903
NRAS,SPTAN1,910
ACTR1A,SPTAN1,906
GBF1,SPTAN1,902
L1CAM,SPTAN1,910
PGM1,SPTAN1,901
CDC5L,SPTAN1,980
MMP9,SPTAN1,903
FNTB,ZMPSTE24,966
ATP5F1B,ZMPSTE24,713
MRPS5,ZMPSTE24,798
DNPEP,ZMPSTE24,755
FNTA,ZMPSTE24,974
LMNA,ZMPSTE24,866
MAPK1,CAP1,916
ARSA,CAP1,900
CTSG,CAP1,900
PYGB,CAP1,913
MPO,CAP1,902
CTSC,CAP1,902
CAP2,CAP1,926
TTR,CAP1,907
C3,CAP1,900
PYCARD,CAP1,900
ACLY,CAP1,906
ACTR10,CAP1,941
GNS,CAP1,900
GGH,CAP1,900
SDCBP,CAP1,907
LYZ,CAP1,902
HEXB,CAP1,905
FAF2,CAP1,900
ARSB,CAP1,902
GALNS,CAP1,900
CCT8,CAP1,902
FABP5,CAP1,900
CCT2,CAP1,902
GUSB,CAP1,900
PA2G4,CAP1,902
TWF2,CAP1,921
GLB1,CAP1,902
PSMD1,CAP1,915
DPYSL2,CAP1,899
TOLLIP,CAP1,902
TUBB,CAP1,917
TUBB4B,CAP1,905
PRDX6,CAP1,909
PTGES2,CAP1,900
ANXA2,CAP1,911
VAT1,CAP1,902
DYNC1H1,CAP1,902
GM2A,CAP1,902
ACTB,CAP1,845
VCP,CAP1,906
CYB5R3,CAP1,902
MNDA,CAP1,913
DPP7,CAP1,900
CTSA,CAP1,902
CASP3,STK4,963
FUS,TOMM34,838
HNRNPD,TOMM34,833
SFXN5,CNPY3,726
HSP90B1,CNPY3,972
LRRC40,CNPY3,952
SF3A1,HNRNPH2,919
SNRPD3,HNRNPH2,922
PHF5A,HNRNPH2,904
PABPN1,HNRNPH2,943
CSTF1,HNRNPH2,935
HNRNPL,HNRNPH2,966
SF3A2,HNRNPH2,906
DDX5,HNRNPH2,980
PRPF19,HNRNPH2,928
SRSF9,HNRNPH2,951
SF3B6,HNRNPH2,904
SNRPA,HNRNPH2,933
SNRPC,HNRNPH2,965
SYMPK,HNRNPH2,929
SNRPB2,HNRNPH2,917
LSM8,HNRNPH2,904
LSM7,HNRNPH2,905
FUS,HNRNPH2,940
SNRPA1,HNRNPH2,916
PRPF38A,HNRNPH2,912
SRSF1,HNRNPH2,975
SNW1,HNRNPH2,904
SNRNP40,HNRNPH2,905
DNAJC8,HNRNPH2,905
PRPF6,HNRNPH2,904
SNRPF,HNRNPH2,931
DHX38,HNRNPH2,902
EIF4A3,HNRNPH2,931
SF3B4,HNRNPH2,908
MBNL1,HNRNPH2,784
HNRNPU,HNRNPH2,950
PPIL3,HNRNPH2,902
CPSF2,HNRNPH2,927
NUDT21,HNRNPH2,935
SNRPD1,HNRNPH2,908
SRRM2,HNRNPH2,913
LSM3,HNRNPH2,905
CD2BP2,HNRNPH2,928
PCBP1,HNRNPH2,932
SF3B3,HNRNPH2,914
PPIH,HNRNPH2,903
U2AF2,HNRNPH2,960
DDX23,HNRNPH2,915
USP39,HNRNPH2,903
HNRNPD,HNRNPH2,957
PRPF3,HNRNPH2,922
CSTF3,HNRNPH2,944
HNRNPA0,HNRNPH2,975
SNRNP200,HNRNPH2,926
SF3B2,HNRNPH2,908
PRPF31,HNRNPH2,954
HNRNPM,HNRNPH2,964
WDR33,HNRNPH2,909
SRSF7,HNRNPH2,949
SRRM1,HNRNPH2,917
NCBP2,HNRNPH2,923
SF3B1,HNRNPH2,930
DHX15,HNRNPH2,931
FIP1L1,HNRNPH2,923
HNRNPA1,HNRNPH2,990
SNRPD2,HNRNPH2,907
CPSF7,HNRNPH2,916
CRKL,HNRNPH2,868
HNRNPA2B1,HNRNPH2,987
HNRNPH1,HNRNPH2,987
PTBP1,HNRNPH2,965
PCBP2,HNRNPH2,926
CTNNBL1,HNRNPH2,906
IARS2,HNRNPH2,827
DHX9,HNRNPH2,932
BCAS2,HNRNPH2,906
RBMX,HNRNPH2,947
SRSF11,HNRNPH2,950
CDC5L,HNRNPH2,916
YBX1,HNRNPH2,927
PPP5C,YWHAB,935
ITGB4,YWHAB,934
VCL,YWHAB,906
MAPK1,YWHAB,929
TSC2,YWHAB,978
CSK,YWHAB,917
PPP2CB,YWHAB,938
LAMB1,YWHAB,902
LNPEP,YWHAB,911
PPP3R1,YWHAB,915
ZC3HAV1,YWHAB,902
PITHD1,YWHAB,864
PIN1,YWHAB,901
YWHAH,YWHAB,997
RAP1B,YWHAB,927
RAP1GAP2,YWHAB,901
AP3B1,YWHAB,911
KRAS,YWHAB,933
PEBP1,YWHAB,949
VWF,YWHAB,901
PPP2R5A,YWHAB,906
RHEB,YWHAB,946
ITGA2B,YWHAB,923
MAP2K2,YWHAB,945
MAPK3,YWHAB,932
YWHAE,YWHAB,991
RAB10,YWHAB,911
PAPSS1,YWHAB,902
IQGAP1,YWHAB,924
LAMTOR1,YWHAB,918
BRAF,YWHAB,980
CRK,YWHAB,930
RAB8A,YWHAB,910
MAP2K1,YWHAB,946
FGB,YWHAB,903
YWHAG,YWHAB,985
FGA,YWHAB,901
RPTOR,YWHAB,908
RIN1,YWHAB,786
TLN1,YWHAB,902
PPP2R1A,YWHAB,940
PPP2R2A,YWHAB,910
PPP1CA,YWHAB,800
TNPO1,YWHAB,911
FGG,YWHAB,900
PPP2R5E,YWHAB,914
MAPT,YWHAB,760
KPNA1,YWHAB,902
CTNNB1,YWHAB,921
CRKL,YWHAB,915
ATG7,YWHAB,907
SND1,YWHAB,922
FN1,YWHAB,912
AGK,YWHAB,903
FXR1,YWHAB,905
MTOR,YWHAB,936
QKI,YWHAB,912
LMNA,YWHAB,918
LAMTOR2,YWHAB,907
RAB13,YWHAB,904
NRAS,YWHAB,933
RAP1A,YWHAB,938
SLK,YWHAB,848
SPTAN1,YWHAB,717
PABPN1,PABPC4,719
NUBP2,PABPC4,821
PAIP1,PABPC4,938
CARM1,PABPC4,745
EEF1A1,PABPC4,705
DHX9,PABPC4,824
TUBB1,TBCC,917
TBCB,TBCC,900
ARL2,TBCC,862
TUBA4A,TBCC,932
TUBB2B,TBCC,919
ARL3,TBCC,905
TUBB4A,TBCC,914
TUBA1C,TBCC,905
TBCA,TBCC,845
TUBB6,TBCC,915
TUBA8,TBCC,902
TUBB4B,TBCC,907
TBCD,TBCC,992
TSG101,ANXA7,736
SNX1,ANXA7,739
CD81,ANXA7,714
PDCD6,ANXA7,763
SRI,ANXA7,821
VPS35,ANXA7,768
C11ORF54,ANXA7,789
CDC5L,ANXA7,980
CD74,DNM1,904
VAMP3,DNM1,926
MAPK1,DNM1,918
WASL,DNM1,953
FIS1,DNM1,936
EFNB3,DNM1,909
ARPC3,DNM1,906
APOB,DNM1,901
CLTA,DNM1,962
HIP1R,DNM1,950
SNAP25,DNM1,791
SYT1,DNM1,977
ARPC1A,DNM1,909
MAP2K2,DNM1,906
MAPK3,DNM1,924
ACTR3,DNM1,921
PACSIN2,DNM1,966
AP2S1,DNM1,914
STAM2,DNM1,909
SCARB2,DNM1,905
SH3GL1,DNM1,972
RPS27A,DNM1,916
RAB5A,DNM1,957
EGFR,DNM1,927
GJA1,DNM1,905
AP2M1,DNM1,933
ARPC5,DNM1,910
ARPC2,DNM1,922
MAP2K1,DNM1,912
CD14,DNM1,901
F2,DNM1,904
CLTB,DNM1,943
GAK,DNM1,966
BIN1,DNM1,973
SNX18,DNM1,953
SH3GL3,DNM1,970
HCLS1,DNM1,849
EPN2,DNM1,943
AP2A2,DNM1,966
HGS,DNM1,922
AP1S1,DNM1,904
HIP1,DNM1,934
NME1,DNM1,958
NECAP1,DNM1,925
AMPH,DNM1,985
IGF2R,DNM1,902
AP1B1,DNM1,939
AP2A1,DNM1,949
HLA-DRB1,DNM1,901
TFRC,DNM1,933
RAB5B,DNM1,938
AGT,DNM1,907
DNM3,DNM1,976
SYT11,DNM1,942
MYO6,DNM1,918
L1CAM,DNM1,909
SGIP1,DNM1,933
DNAJC6,DNM1,966
EPS15,DNM1,987
NDUFB4,NDUFS5,999
UQCRC1,NDUFS5,978
NDUFB7,NDUFS5,999
LAP3,NDUFS5,781
NDUFS7,NDUFS5,999
NDUFB3,NDUFS5,999
NDUFA2,NDUFS5,999
NDUFA10,NDUFS5,997
COX5B,NDUFS5,825
NDUFB5,NDUFS5,999
RIPK1,NDUFS5,777
NDUFS3,NDUFS5,999
NDUFA9,NDUFS5,999
UQCRC2,NDUFS5,877
NDUFB10,NDUFS5,999
ECSIT,NDUFS5,958
NDUFS6,NDUFS5,999
NDUFB11,NDUFS5,994
NDUFB9,NDUFS5,999
NDUFC2,NDUFS5,999
AIFM1,NDUFS5,801
ATP5PO,NDUFS5,866
NDUFS4,NDUFS5,999
ATP5MG,NDUFS5,903
NDUFA7,NDUFS5,999
ATP5PD,NDUFS5,878
CD14,NDUFS5,777
UQCRFS1,NDUFS5,986
UQCRH,NDUFS5,992
ACAD9,NDUFS5,969
NDUFS8,NDUFS5,999
CYC1,NDUFS5,875
COX5A,NDUFS5,899
NDUFV1,NDUFS5,999
NDUFAF3,NDUFS5,978
NDUFV2,NDUFS5,999
NDUFA12,NDUFS5,999
UQCR10,NDUFS5,958
NDUFA4,NDUFS5,989
NDUFV3,NDUFS5,998
MT-ND5,NDUFS5,998
NDUFS2,NDUFS5,999
COX7A2,NDUFS5,826
SF3A1,CSTF2,945
SNRPD3,CSTF2,932
PHF5A,CSTF2,913
PABPN1,CSTF2,969
CSTF1,CSTF2,998
HNRNPL,CSTF2,917
SF3A2,CSTF2,932
DDX5,CSTF2,912
PRPF19,CSTF2,918
SRSF9,CSTF2,929
SF3B6,CSTF2,912
DDX39A,CSTF2,951
SNRPA,CSTF2,973
SNRPC,CSTF2,950
SYMPK,CSTF2,998
SNRPB2,CSTF2,934
LSM8,CSTF2,926
LSM7,CSTF2,924
FUS,CSTF2,911
SNRPA1,CSTF2,948
PRPF38A,CSTF2,918
MSI1,CSTF2,723
SRSF1,CSTF2,939
SNW1,CSTF2,918
SNRNP40,CSTF2,939
DNAJC8,CSTF2,912
SUB1,CSTF2,715
PRPF6,CSTF2,915
CPSF6,CSTF2,986
SNRPF,CSTF2,941
DHX38,CSTF2,923
EIF4A3,CSTF2,939
SF3B4,CSTF2,919
